"carat","cut","color","clarity","depth","table","price","x","y","z"
0.53,"Ideal","G","VVS2",61.4,57,1948,5.19,5.26,3.21
1.22,"Ideal","I","SI1",62.3,57,5233,6.77,6.87,4.25
0.56,"Ideal","F","VS2",62.6,55,1814,5.29,5.25,3.3
0.9,"Very Good","G","VS1",62.4,55,4358,6.11,6.17,3.83
1.19,"Good","I","SI1",63.7,57.2,5236,6.69,6.73,4.28
0.7,"Good","D","SI1",64.2,60,2318,5.62,5.59,3.6
0.37,"Very Good","E","VS2",64,55,728,4.52,4.57,2.91
1.04,"Premium","I","SI1",62.5,62,4252,6.45,6.39,4.01
1.04,"Premium","G","SI1",62.6,55,4948,6.49,6.42,4.04
0.47,"Ideal","F","VVS1",61.6,56,2113,5,5.02,3.09
2,"Good","H","SI1",63.6,58,16650,7.96,7.87,5.03
1.02,"Very Good","E","VS1",58.9,59,7253,6.52,6.65,3.88
0.4,"Good","I","SI1",63.2,54,596,4.67,4.69,2.96
0.92,"Good","E","SI2",62,64,3153,6.2,6.16,3.83
1.03,"Good","D","SI2",63.8,54,3607,6.36,6.3,4.04
0.64,"Ideal","H","SI1",61.7,55,1880,5.54,5.57,3.43
1.22,"Ideal","F","VS2",61.5,57,8783,6.87,6.91,4.24
0.91,"Very Good","E","VS2",62.8,59,4823,6.15,6.17,3.87
0.31,"Premium","F","VVS1",59.4,58,766,4.41,4.45,2.63
0.34,"Ideal","H","VS2",62.6,54,689,4.5,4.45,2.8
0.27,"Ideal","I","VS1",61.9,54,432,4.14,4.19,2.58
0.74,"Ideal","E","VVS2",61.9,57,3633,5.79,5.81,3.59
0.73,"Ideal","G","SI1",62.1,54,2583,5.78,5.81,3.6
1,"Ideal","I","SI1",59.8,57,4125,6.44,6.5,3.87
1.1,"Premium","G","SI1",59.6,60,4712,6.74,6.7,4
2.02,"Ideal","G","SI2",63.5,54,15814,7.96,8.02,5.07
0.47,"Ideal","D","VVS1",61.9,54,2378,4.98,5,3.09
0.71,"Premium","D","VS1",61.6,58,3479,5.78,5.72,3.54
1.01,"Good","E","SI1",64,56,5646,6.33,6.36,4.06
0.33,"Ideal","H","VS1",60.9,56,727,4.46,4.5,2.73
0.92,"Very Good","D","VS1",60.6,61,5202,6.21,6.29,3.79
0.36,"Ideal","G","SI1",62.7,55,537,4.54,4.59,2.86
0.57,"Very Good","F","VS2",59.5,57,1754,5.39,5.43,3.22
0.54,"Premium","G","VS2",58.7,62,1637,5.36,5.34,3.14
1.1,"Premium","F","I1",59.8,61,3745,6.7,6.65,3.99
0.7,"Ideal","G","VVS1",62.6,57,3247,5.65,5.7,3.55
0.56,"Ideal","D","VS2",62.7,57,1846,5.28,5.25,3.3
0.5,"Ideal","H","IF",62.4,54,1844,5.1,5.13,3.19
0.92,"Ideal","E","SI2",62.2,56,3941,6.24,6.2,3.87
0.31,"Very Good","G","SI1",62.8,55,462,4.32,4.38,2.73
0.5,"Good","H","SI1",64.5,58,1017,4.97,4.99,3.21
0.32,"Ideal","D","VS2",62.2,55,758,4.37,4.41,2.73
0.5,"Premium","D","SI1",61.1,59,1610,5.08,5.04,3.09
0.54,"Good","H","VS1",63.2,60,1361,5.13,5.16,3.25
0.54,"Premium","D","SI1",60.4,60,1662,5.22,5.24,3.16
1.5,"Good","G","VS1",63.8,59,11524,7.16,7.22,4.59
0.53,"Ideal","G","SI2",62.4,56,1093,5.18,5.14,3.22
0.41,"Premium","H","VS1",58.2,59,990,4.92,4.88,2.85
0.41,"Ideal","E","VS1",62.7,55,1153,4.76,4.72,2.97
1.06,"Ideal","G","VS1",61.2,56,7790,6.56,6.62,4.03
0.36,"Ideal","E","VS2",61.1,57,673,4.56,4.61,2.8
0.5,"Very Good","D","SI1",58.8,60,1436,5.18,5.2,3.05
1.04,"Ideal","E","VVS2",62.4,56,9897,6.51,6.47,4.05
0.6,"Very Good","F","SI1",63.2,57,1599,5.39,5.33,3.39
0.3,"Ideal","G","IF",62.6,57,895,4.28,4.32,2.69
1.03,"Good","I","VS2",60,62,4819,6.51,6.55,3.92
1,"Good","E","VS2",63.3,59,5984,6.29,6.34,4
1.34,"Ideal","H","VS2",62.1,57,8094,7,7.05,4.36
0.91,"Very Good","G","VS2",64,56.6,4105,6.09,6.15,3.92
2.24,"Premium","H","SI2",61.4,57,16656,8.43,8.35,5.15
0.26,"Very Good","D","VVS2",62.8,60,554,4.01,4.05,2.53
1.11,"Very Good","H","SI1",62,55,4871,6.61,6.68,4.12
2.31,"Premium","J","VVS1",62.1,58,16100,8.49,8.42,5.25
0.28,"Ideal","E","VVS2",62.1,56,828,4.21,4.19,2.61
0.29,"Very Good","G","VVS1",61.6,56,607,4.24,4.27,2.62
1.52,"Ideal","F","SI2",61.2,57,9057,7.45,7.39,4.54
1.05,"Premium","D","SI2",60.4,57,5057,6.6,6.55,3.97
1.51,"Ideal","E","VS2",61.2,57,14889,7.37,7.47,4.54
0.7,"Premium","D","SI1",61.2,58,2512,5.74,5.7,3.5
1.73,"Ideal","E","SI1",61.9,57,15842,7.74,7.66,4.77
0.32,"Ideal","G","VS2",61.6,57,561,4.39,4.41,2.71
1.2,"Good","I","SI1",63.5,60.7,5280,6.71,6.75,4.27
0.25,"Ideal","F","VS2",61.7,56,535,4.04,4.07,2.5
0.53,"Good","G","SI1",63.8,56,1363,5.18,5.14,3.29
0.26,"Very Good","F","VS1",60.4,56,499,4.14,4.16,2.51
0.51,"Ideal","D","VS2",61.2,55,1787,5.16,5.18,3.16
1.31,"Premium","J","SI1",60.3,62,4490,7.12,7.04,4.26
1.51,"Fair","G","VS1",60.8,66,12948,7.35,7.25,4.44
1.26,"Premium","J","VS2",62.5,58,5015,6.9,6.92,4.32
1.2,"Good","J","VS2",64.3,56,4637,6.65,6.57,4.25
0.7,"Premium","I","I1",62.3,58,1107,5.69,5.55,3.51
0.31,"Premium","E","VS2",61,59,680,4.35,4.37,2.66
0.7,"Very Good","G","SI2",61.7,60,2141,5.67,5.7,3.51
1.21,"Ideal","G","VS2",61.8,57,8001,6.83,6.79,4.21
0.31,"Very Good","G","VS1",62.2,56,625,4.32,4.36,2.7
0.24,"Ideal","F","VVS2",61.8,56,552,3.97,4.02,2.47
0.32,"Ideal","F","VS1",61.3,55,725,4.4,4.44,2.71
0.71,"Ideal","I","SI1",61.6,55,2319,5.72,5.74,3.53
0.32,"Ideal","F","VS2",61.3,56,645,4.41,4.43,2.71
0.34,"Ideal","D","VVS1",61.8,54,1272,4.49,4.54,2.79
0.7,"Ideal","G","SI1",61.1,55,2335,5.72,5.76,3.51
0.56,"Ideal","D","VS2",61.6,56,2066,5.31,5.27,3.26
1.34,"Premium","H","SI1",62.4,57,6814,7.07,6.96,4.38
0.5,"Very Good","G","SI1",62.2,60,1197,5.03,5.07,3.14
0.54,"Very Good","E","VS2",63.1,58,1760,5.21,5.13,3.26
1.8,"Ideal","F","SI1",61.9,56,14814,7.78,7.87,4.84
1.51,"Premium","H","SI1",61.3,60,9833,7.29,7.33,4.48
2,"Fair","I","SI2",65.9,57,10833,7.96,7.79,5.19
2.01,"Very Good","H","SI2",60.5,61,16140,8.09,8.14,4.91
2,"Very Good","F","SI1",63.3,56,15851,8,7.93,5.04
0.31,"Good","F","VS2",63.9,56,625,4.29,4.32,2.75
0.71,"Very Good","D","SI1",63.2,56,2652,5.69,5.73,3.61
0.32,"Ideal","G","IF",61,56,918,4.41,4.44,2.7
1.04,"Very Good","F","VS2",59,57,6405,6.64,6.69,3.93
0.75,"Very Good","F","SI2",59.8,56,2840,5.85,5.92,3.52
0.61,"Very Good","G","VS1",62.7,57,2082,5.36,5.43,3.38
1.6,"Ideal","E","SI1",61.9,54,11437,7.56,7.5,4.66
0.4,"Premium","G","SI1",59.3,59,702,4.8,4.82,2.85
1.23,"Ideal","D","SI2",62.4,56,6289,6.81,6.87,4.27
1.17,"Very Good","J","I1",60.2,61,2774,6.83,6.9,4.13
0.31,"Good","E","SI1",63.1,57,544,4.28,4.31,2.71
0.3,"Fair","G","VVS2",64.4,58,819,4.21,4.17,2.7
1.01,"Premium","H","VS2",61.2,59,4959,6.45,6.47,3.95
1,"Good","F","VS2",62.4,60,6192,6.27,6.29,3.92
0.4,"Premium","E","SI2",61.4,59,855,4.75,4.7,2.9
0.57,"Ideal","G","SI1",60.5,57,1369,5.4,5.37,3.26
1,"Ideal","F","SI2",62.7,57,4155,6.34,6.29,3.96
1.01,"Premium","F","SI1",59.8,60,5345,6.57,6.53,3.92
0.79,"Premium","G","VS1",61.3,59,3053,5.97,5.91,3.64
1.23,"Premium","H","SI1",62.1,58,5183,6.85,6.78,4.23
0.36,"Ideal","I","IF",62,55,735,4.59,4.61,2.85
0.25,"Ideal","E","VVS2",62.1,57,740,4.07,4.04,2.52
0.5,"Fair","F","SI1",64.7,57,1181,4.99,4.94,3.21
0.32,"Ideal","F","VVS1",61.5,56,803,4.39,4.42,2.71
0.41,"Ideal","G","VVS2",60.9,56,960,4.81,4.84,2.94
2.05,"Ideal","H","SI2",60.4,58,15857,8.21,8.27,4.98
0.43,"Ideal","E","VS2",62.1,56,981,4.83,4.87,3.01
0.46,"Premium","E","VS1",62,58,1294,4.95,4.98,3.08
0.7,"Ideal","G","VS1",60.8,56,3300,5.73,5.8,3.51
0.7,"Good","D","SI2",58.5,65,2310,5.79,5.76,3.38
1.24,"Premium","D","SI2",60.6,59,4916,6.99,6.96,4.23
0.5,"Premium","F","I1",61.9,58,851,5.15,5.05,3.15
1.14,"Very Good","F","I1",61.3,55.8,4050,6.74,6.76,4.13
0.33,"Premium","I","VVS2",61.5,58,743,4.45,4.43,2.73
0.52,"Ideal","D","VS2",61.8,56,1822,5.15,5.17,3.19
0.31,"Ideal","D","VVS2",62.4,56,766,4.34,4.38,2.72
0.6,"Very Good","D","SI1",60.3,58,1777,5.44,5.51,3.3
2.07,"Premium","H","SI2",59.6,60,11094,8.3,8.24,4.93
0.31,"Very Good","G","VVS1",59.8,62,761,4.35,4.41,2.62
0.33,"Ideal","G","VVS1",62.2,57,868,4.41,4.46,2.76
0.38,"Very Good","D","VS2",61.5,62,871,4.6,4.63,2.84
0.25,"Very Good","G","VVS1",61.7,56,525,4.07,4.09,2.51
0.73,"Ideal","E","SI1",61.9,57,2581,5.74,5.79,3.57
0.38,"Premium","G","SI1",61.4,61,855,4.66,4.62,2.85
1.01,"Ideal","G","VVS2",61.1,57,8029,6.49,6.54,3.98
2.29,"Premium","I","SI1",61.8,59,18797,8.52,8.45,5.24
1.14,"Ideal","H","SI1",61.6,57,5146,6.68,6.73,4.13
0.9,"Ideal","G","SI2",60.6,55,4077,6.27,6.33,3.82
0.5,"Good","D","VS2",63.7,56,1758,5.09,5.05,3.23
0.31,"Very Good","F","VS2",61.4,55,625,4.32,4.34,2.66
0.76,"Very Good","G","VVS2",61.5,59,3394,5.83,5.91,3.61
0.77,"Ideal","G","SI2",61.2,57,2275,5.94,5.98,3.65
0.52,"Ideal","G","VVS1",61,57,1969,5.18,5.2,3.17
0.33,"Very Good","G","VVS1",61.4,60,868,4.39,4.44,2.71
0.36,"Premium","F","VS2",62,59,807,4.56,4.51,2.81
1,"Premium","G","SI2",62.5,59,3136,6.41,6.33,3.98
1.1,"Premium","H","SI1",60.7,59,5476,6.72,6.7,4.07
0.31,"Premium","E","VS1",61.9,58,942,4.32,4.31,2.67
1.52,"Premium","F","VS2",62.2,58,12985,7.38,7.29,4.56
0.31,"Good","G","VS1",63.3,57,583,4.28,4.31,2.72
0.33,"Premium","H","VS2",61.7,59,668,4.42,4.39,2.72
0.51,"Good","F","SI1",64,57,1186,5.01,5.06,3.22
0.43,"Ideal","G","IF",61.8,55,1433,4.85,4.89,3.01
0.46,"Ideal","E","VVS1",62.6,57,1661,4.98,4.89,3.09
0.85,"Fair","G","I1",62.7,60,1651,6.05,5.96,3.77
1.21,"Very Good","H","VS2",62.9,57,6189,6.75,6.8,4.26
1.27,"Ideal","E","SI2",60.8,57,7023,7,7.02,4.26
0.82,"Premium","H","SI1",59.9,57,2721,6.11,6.07,3.65
0.7,"Very Good","E","SI1",59.9,63,2777,5.76,5.7,3.43
0.58,"Premium","F","VS1",61.1,59,2668,5.39,5.35,3.28
1.13,"Ideal","G","VS1",61,58,7687,6.71,6.74,4.1
0.93,"Good","J","SI1",63.7,54,2438,6.15,6.09,3.9
1.51,"Premium","J","VS2",59.6,60,7418,7.48,7.58,4.49
0.9,"Good","E","SI2",65.8,60,3595,5.94,5.97,3.92
0.75,"Premium","H","VS2",62.8,56,2553,5.8,5.76,3.63
0.56,"Ideal","G","SI2",61.9,54,1173,5.29,5.34,3.29
0.3,"Premium","G","VS2",60.6,61,675,4.32,4.29,2.61
0.47,"Ideal","G","SI1",60.8,56,1163,5,5.03,3.05
1.06,"Ideal","G","VVS2",61.4,57,8726,6.52,6.55,4.01
1,"Very Good","E","SI2",58.7,59,4975,6.5,6.58,3.84
2.1,"Very Good","J","SI2",59.1,58,12381,8.4,8.46,4.98
1.04,"Ideal","F","VS2",62,55,7459,6.47,6.52,4.03
1.21,"Very Good","G","SI2",62.8,60,5558,6.7,6.77,4.23
1.08,"Ideal","F","VVS2",62.1,55,10052,6.57,6.6,4.09
0.28,"Very Good","E","VVS2",60.2,58,604,4.24,4.27,2.56
0.91,"Fair","H","SI2",65.7,60,2763,6.03,5.99,3.95
0.7,"Very Good","G","VVS2",63.4,59,2905,5.62,5.64,3.57
0.41,"Ideal","E","VS2",62,56,999,4.79,4.72,2.95
0.64,"Ideal","I","SI2",61.2,55,1257,5.54,5.6,3.41
0.7,"Ideal","F","VS1",62.2,56,2792,5.73,5.68,3.55
1.51,"Good","G","VS2",63.3,60,12756,7.2,7.28,4.58
0.7,"Fair","H","SI1",65,59,1803,5.54,5.5,3.59
2.03,"Ideal","I","SI1",62.6,55,14548,8.06,8.11,5.06
1.52,"Good","H","SI1",63.6,57,9898,7.25,7.3,4.63
0.31,"Premium","H","VS1",61.5,61,698,4.34,4.31,2.66
1.05,"Ideal","J","SI2",62.3,54,4126,6.52,6.55,4.07
0.81,"Ideal","E","SI2",63,56,2901,5.95,5.9,3.73
0.55,"Ideal","F","VVS1",61.2,54,3032,5.35,5.3,3.26
1.21,"Very Good","J","VS2",63,57,4691,6.73,6.77,4.25
0.35,"Ideal","H","VVS1",60.5,57,839,4.58,4.59,2.77
1.51,"Good","I","SI1",63.9,63,7233,7.17,7.2,4.59
1.01,"Premium","H","SI1",61.9,59,4191,6.35,6.32,3.92
0.58,"Ideal","F","VS2",62.1,55,1666,5.33,5.37,3.32
0.36,"Premium","F","SI1",62.3,59,770,4.56,4.5,2.82
1,"Premium","F","VVS2",61.9,61,7204,6.45,6.32,3.95
0.38,"Premium","J","VS2",60.5,60,727,4.68,4.64,2.82
1,"Premium","H","SI2",61.3,57,3584,6.45,6.4,3.94
0.91,"Very Good","G","SI2",61.8,59,3388,6.17,6.23,3.83
0.3,"Premium","E","IF",61.9,61,984,4.32,4.27,2.66
0.71,"Ideal","E","SI2",62.6,55,1991,5.72,5.68,3.57
0.75,"Very Good","F","SI1",62.3,58,2573,5.8,5.86,3.63
1,"Premium","D","VS1",61,58,7280,6.46,6.42,3.93
0.3,"Ideal","G","VVS2",63,57,878,4.32,4.28,2.71
0.46,"Very Good","F","SI1",63.1,56,1006,4.9,4.87,3.08
1.2,"Ideal","G","VS2",61.9,57,7930,6.86,6.83,4.24
0.34,"Premium","G","VS2",60.2,58,765,4.55,4.52,2.73
0.9,"Very Good","H","SI1",63,55,3388,6.12,6.16,3.87
1,"Premium","H","SI1",62.8,58,4816,6.38,6.36,4
0.7,"Premium","G","SI2",58.1,60,2056,5.81,5.79,3.37
0.7,"Premium","H","SI2",62.9,61,1942,5.57,5.53,3.49
2,"Premium","G","SI1",59,62,14918,6.16,6.15,4.82
1.26,"Very Good","H","VS2",63.8,52,7567,6.89,6.84,4.38
1.06,"Premium","G","SI1",62.7,56,5183,6.55,6.46,4.08
1.2,"Premium","D","SI2",60.2,60,4203,6.94,6.81,4.14
1.55,"Very Good","G","SI1",59.8,59,9428,7.45,7.47,4.46
0.81,"Ideal","G","SI2",62.2,57,2894,5.96,6,3.72
0.36,"Premium","E","VS2",61.3,60,1013,4.59,4.54,2.8
0.34,"Fair","F","VS2",64.7,55,816,4.52,4.41,2.89
0.42,"Premium","G","VVS1",59.3,59,1235,4.92,4.9,2.91
1.5,"Good","E","SI2",63.5,59,9281,7.25,7.28,4.61
0.36,"Premium","G","VS1",59.7,56,932,4.67,4.64,2.78
0.52,"Ideal","D","VS2",61.8,55,1919,5.19,5.16,3.2
1.21,"Ideal","H","SI2",62.6,56,5624,6.84,6.77,4.26
0.33,"Premium","G","VVS1",61.4,60,1114,4.44,4.39,2.71
1.04,"Very Good","G","VS1",63.4,59,6814,6.46,6.38,4.07
0.38,"Ideal","E","VS1",61.4,56,920,4.66,4.69,2.87
1.01,"Premium","H","VS1",61.1,58,5416,6.45,6.48,3.95
0.42,"Premium","E","SI1",62.8,59,992,4.78,4.74,2.99
0.4,"Premium","D","VS2",60.5,59,1050,4.8,4.76,2.89
0.78,"Ideal","D","VS2",62.3,54,4183,5.87,5.91,3.67
0.27,"Ideal","E","VVS2",62.1,57,622,4.13,4.15,2.57
0.7,"Premium","H","VVS2",61,57,2596,5.76,5.72,3.5
0.37,"Very Good","E","SI2",61.6,56,493,4.61,4.65,2.85
0.8,"Very Good","F","SI1",61.6,59,2745,5.9,5.96,3.65
2.04,"Very Good","J","SI2",63.4,55,9482,8.07,8.04,5.11
1.5,"Fair","H","VS2",65.2,58,10206,7.12,7.06,4.62
1.03,"Very Good","G","VS1",63,56,6539,6.43,6.46,4.06
0.34,"Very Good","E","VS1",62.3,53,784,4.47,4.52,2.8
0.59,"Very Good","E","SI1",62.9,57,1664,5.33,5.36,3.36
0.36,"Ideal","H","VS1",61.8,57,631,4.56,4.6,2.83
1.52,"Premium","H","VS2",59.4,59,11105,7.45,7.49,4.44
0.9,"Very Good","I","SI1",62.6,58,3220,6.08,6.15,3.83
1.1,"Very Good","I","SI1",61.2,61,4640,6.61,6.66,4.01
1.4,"Very Good","I","SI1",61.3,59,7644,7.19,7.23,4.42
0.4,"Ideal","I","VS2",61.7,57,770,4.73,4.77,2.93
1.24,"Very Good","E","VS1",62,58,10185,6.9,6.96,4.3
0.35,"Ideal","F","SI1",62.5,54,583,4.5,4.52,2.82
0.74,"Premium","F","SI1",62.3,61,2723,5.8,5.76,3.6
0.31,"Premium","E","VS1",61.1,58,942,4.37,4.34,2.66
0.34,"Ideal","E","VS2",62,56,829,4.48,4.46,2.77
0.68,"Very Good","F","VS1",59.7,57,2922,5.79,5.76,3.45
0.31,"Very Good","F","VVS2",62,56,754,4.36,4.39,2.71
1.23,"Ideal","G","VVS1",59.5,57,11469,7,6.98,4.16
0.4,"Ideal","F","VVS1",61.4,56,1168,4.77,4.81,2.94
0.51,"Very Good","E","SI1",62.9,57,1304,5.06,5.11,3.2
1,"Ideal","F","VVS2",61.5,55,7849,6.46,6.41,3.96
0.47,"Good","G","VS2",60.1,60.3,1226,5.02,5.07,3.03
1.3,"Premium","I","VS2",60.1,58,6442,7.1,7.14,4.28
1.02,"Very Good","F","VVS2",59.9,57,9246,6.54,6.59,3.93
1,"Good","H","VS2",60.9,61,5254,6.38,6.42,3.9
1.52,"Premium","H","VS2",60.6,61,9704,7.46,7.42,4.51
0.3,"Good","E","SI2",63.5,55,421,4.27,4.3,2.72
0.31,"Ideal","G","VVS2",60.8,56,707,4.38,4.4,2.67
0.41,"Premium","D","VVS2",61.9,59,1181,4.78,4.75,2.95
0.36,"Ideal","E","VS2",61.7,55,742,4.57,4.6,2.83
0.34,"Premium","E","SI2",62.4,59,612,4.46,4.42,2.77
0.38,"Ideal","H","VVS2",62.1,56,1031,4.64,4.67,2.89
0.26,"Ideal","E","VVS2",60.7,56,597,4.13,4.17,2.52
1.37,"Premium","J","SI2",60.7,60,5156,7.19,7.07,4.33
0.97,"Ideal","G","SI2",61.6,56,4743,6.31,6.39,3.91
2.08,"Very Good","J","SI1",62.6,58,12637,8.09,8.15,5.08
0.4,"Premium","J","IF",62.7,60,1063,4.7,4.64,2.93
1.53,"Premium","I","VS1",62.4,59,10729,7.3,7.34,4.57
1.39,"Good","F","SI2",63.8,55,6969,7.05,7.08,4.51
0.41,"Premium","E","SI1",61.3,58,969,4.8,4.76,2.93
0.34,"Ideal","G","VVS1",62.5,53,956,4.49,4.47,2.8
0.9,"Premium","E","SI1",59.1,62,4385,6.33,6.3,3.73
0.96,"Very Good","G","SI1",60.3,57,4265,6.35,6.38,3.84
1,"Ideal","I","SI1",61.5,57,4649,6.39,6.43,3.94
0.5,"Very Good","E","SI2",59.9,57,1097,5.12,5.16,3.08
0.34,"Ideal","G","VVS2",61.9,57,995,4.48,4.44,2.76
1.51,"Premium","E","SI1",58.6,62,12655,7.58,7.53,4.43
0.52,"Ideal","E","VS2",61,55,1651,5.2,5.26,3.19
1.03,"Ideal","H","SI1",61.7,57,5418,6.47,6.53,4.01
0.33,"Ideal","E","VS1",62.3,56,850,4.41,4.45,2.75
0.72,"Ideal","I","VVS2",62.5,56,2594,5.71,5.74,3.58
0.24,"Good","E","VVS1",58,60,526,4.08,4.12,2.38
1,"Ideal","G","VS2",60.5,56,6328,6.54,6.49,3.94
1,"Premium","D","SI1",60.3,59,5775,6.44,6.47,3.89
1.07,"Ideal","E","SI2",62.4,57,4613,6.52,6.55,4.08
1.51,"Fair","H","SI1",65.8,62,8260,7.1,7.06,4.66
0.92,"Very Good","H","SI1",60.6,60,3800,6.28,6.33,3.82
0.3,"Ideal","F","VS2",62.3,57,605,4.3,4.33,2.69
0.31,"Ideal","E","VS2",61.7,55,680,4.33,4.36,2.68
0.38,"Ideal","E","VVS2",61.6,55,1100,4.67,4.72,2.89
0.8,"Very Good","F","VS2",63.2,55,3369,5.9,5.88,3.72
0.7,"Very Good","F","VS1",62.4,56,2604,5.62,5.7,3.53
2.02,"Very Good","I","SI1",60.4,58,17357,8.2,8.16,4.94
0.53,"Premium","I","VS1",62.3,58,1383,5.26,5.18,3.25
0.38,"Very Good","D","VS1",59.5,61,921,4.66,4.69,2.78
0.96,"Ideal","G","SI1",63,53,4301,6.24,6.21,3.92
0.3,"Very Good","G","VVS1",62.4,57,789,4.27,4.29,2.67
0.58,"Very Good","D","VVS2",63,56,2400,5.28,5.35,3.35
0.71,"Ideal","G","VS2",61.9,57,2771,5.73,5.77,3.56
0.36,"Premium","G","VS1",59.7,59,726,4.61,4.64,2.76
0.8,"Premium","E","SI1",61.5,58,3356,5.93,5.97,3.66
0.32,"Ideal","G","VVS1",61.8,56,786,4.39,4.41,2.72
0.77,"Premium","D","VS2",61.3,60,3428,5.92,5.89,3.62
0.26,"Good","D","VS1",58.4,63,403,4.19,4.24,2.46
0.72,"Ideal","F","VS2",61.8,56,3564,5.72,5.74,3.54
0.93,"Very Good","G","SI1",61.5,57,4111,6.23,6.33,3.86
1.71,"Premium","H","VVS2",61.4,59,14866,7.77,7.67,4.74
1.04,"Ideal","D","VS1",61.6,57,10709,6.52,6.56,4.03
0.35,"Ideal","D","SI2",62.4,55,522,4.53,4.54,2.83
1.59,"Ideal","H","VVS2",62.6,54,12971,7.43,7.47,4.67
1.51,"Good","E","SI1",62.8,59,11487,7.16,7.2,4.51
0.91,"Very Good","H","VS2",63.1,59,3853,6.16,6.13,3.88
0.94,"Very Good","D","SI2",59,59,3862,6.34,6.41,3.76
1.24,"Premium","H","VS1",61.2,59,7493,6.94,6.91,4.24
0.49,"Premium","D","VVS2",58.8,60,1940,5.26,5.14,3.06
0.33,"Very Good","H","VS1",60.2,62,579,4.44,4.47,2.68
0.3,"Premium","F","VS2",61.4,60,776,4.34,4.29,2.65
1.5,"Premium","H","SI2",61.2,61,6979,7.34,7.27,4.47
1.27,"Very Good","H","SI2",63.1,57,4978,6.88,6.84,4.33
1.11,"Ideal","H","SI2",61.5,55,4883,6.65,6.69,4.1
1.16,"Ideal","J","SI1",60.7,57,4028,6.83,6.77,4.13
1.04,"Ideal","E","SI2",62.3,55,5531,6.46,6.49,4.03
0.31,"Ideal","F","SI1",62.3,56,707,4.38,4.35,2.72
0.24,"Ideal","F","VS1",61.8,54,572,3.99,4.03,2.48
1.47,"Very Good","H","SI2",59.1,56,7438,7.46,7.51,4.42
2.03,"Ideal","G","SI1",60,55.8,18757,8.17,8.3,4.95
0.3,"Premium","D","SI1",62,60,552,4.26,4.29,2.65
0.34,"Good","G","VVS2",58,61,826,4.56,4.58,2.65
0.64,"Ideal","E","SI1",62,56,2089,5.57,5.53,3.44
1.51,"Premium","G","SI2",62.7,57,7145,7.33,7.29,4.58
1.01,"Premium","F","SI2",61.1,57,3903,6.48,6.44,3.95
0.95,"Very Good","I","SI1",63.5,58,3378,6.19,6.16,3.92
1.06,"Premium","I","SI2",61.5,58,3847,6.59,6.55,4.04
0.52,"Ideal","E","SI1",63,54,1429,5.15,5.11,3.23
0.62,"Premium","F","SI1",63,59,1777,5.43,5.39,3.41
1.01,"Very Good","F","SI1",63.3,59,4989,6.42,6.38,4.05
1.03,"Ideal","G","VVS1",62,56,8398,6.54,6.5,4.04
1.2,"Very Good","E","VVS1",61.3,60,13015,6.77,6.84,4.17
1.5,"Good","E","SI2",63.9,58,8910,7.21,7.26,4.62
0.9,"Ideal","G","VS1",61.6,55,4460,6.27,6.23,3.85
0.73,"Ideal","I","VVS2",61.9,55,2513,5.8,5.84,3.6
0.4,"Ideal","F","VVS2",61.7,55,1163,4.76,4.74,2.93
0.71,"Good","H","SI1",63.1,57,2096,5.61,5.65,3.55
0.9,"Very Good","F","VS2",61.7,56,4678,6.18,6.21,3.82
0.33,"Ideal","D","VS2",61.8,56,781,4.45,4.48,2.76
0.7,"Ideal","F","VS2",60.8,59,2850,5.69,5.79,3.49
1.17,"Premium","F","SI2",59.6,60,4324,6.88,6.85,4.09
0.95,"Premium","G","SI2",59.8,60,3181,6.36,6.34,3.8
0.36,"Very Good","G","SI1",62,59,537,4.53,4.56,2.82
1.2,"Premium","G","VS1",62.8,58,8602,6.84,6.75,4.27
0.81,"Ideal","F","SI2",62.1,57,2843,5.91,5.95,3.68
1.72,"Premium","F","SI1",62.4,60,14300,7.67,7.62,4.77
1.06,"Ideal","I","SI2",62.7,58,4591,6.48,6.5,4.07
0.9,"Premium","H","VS2",60.7,58,4082,6.21,6.17,3.76
0.54,"Very Good","F","VS2",58.2,60,1551,5.34,5.39,3.12
1.01,"Very Good","H","SI1",62.6,61,4622,6.36,6.39,3.99
1.01,"Premium","E","SI1",62,61,5311,6.42,6.38,3.97
0.81,"Premium","F","SI1",61,59,3230,6.01,5.99,3.66
0.4,"Ideal","F","VS1",62.7,55,1050,4.76,4.74,2.98
0.34,"Ideal","E","VS2",62.4,54,745,4.48,4.49,2.8
0.4,"Very Good","D","VVS2",61.4,58.3,1359,4.73,4.74,2.9
1.56,"Ideal","E","VS2",60.5,57,12717,7.56,7.5,4.56
2.14,"Premium","G","SI2",60.4,59,17513,8.32,8.38,5.04
1.13,"Fair","J","SI1",64.9,55,4123,6.49,6.56,4.24
1.5,"Good","H","VS1",64.3,57,8736,7.12,7,4.54
0.7,"Ideal","D","VS2",61,57,2833,5.74,5.76,3.51
0.31,"Premium","H","VVS2",61.4,59,802,4.38,4.35,2.68
0.54,"Good","E","SI2",63.8,54,1250,5.18,5.17,3.3
1.56,"Premium","G","VS1",60.2,60,13079,7.47,7.52,4.51
1.55,"Premium","J","VS1",62.6,59,8749,7.4,7.35,4.62
0.4,"Ideal","E","VVS2",61.5,56,1238,4.79,4.74,2.93
0.71,"Premium","F","VS1",62.1,53,2961,5.77,5.7,3.56
