"carat","cut","color","clarity","depth","table","price","x","y","z"
0.42,"Very Good","G","VS2",62.6,57,847,4.76,4.8,2.99
0.3,"Ideal","I","SI1",61.2,58,422,4.28,4.31,2.63
0.81,"Ideal","H","SI1",61.4,56,3446,6,6.05,3.7
0.7,"Ideal","J","VS2",62.4,55,1874,5.68,5.7,3.55
0.26,"Ideal","H","VVS1",61.2,56,468,4.11,4.16,2.53
1.01,"Very Good","I","VS1",62.2,60,4756,6.39,6.35,3.96
0.9,"Good","H","SI1",63.2,61,3398,6.12,6.03,3.84
1.34,"Premium","D","SI2",60.3,59,5756,7.16,7.11,4.3
0.42,"Ideal","F","VVS2",61.6,56,1142,4.83,4.85,2.98
2.03,"Premium","D","SI2",61.7,58,13229,8.14,8.1,5.01
0.36,"Very Good","H","IF",60.8,57,865,4.58,4.6,2.79
0.33,"Ideal","F","VVS2",61.3,56,1040,4.46,4.44,2.73
0.53,"Premium","G","SI1",61.3,58,1363,5.21,5.16,3.18
2.02,"Premium","J","VS2",62,59,13687,8.06,8.08,5
0.56,"Ideal","I","SI1",61.9,57,1212,5.25,5.29,3.26
0.33,"Premium","G","VVS2",59.5,60,752,4.52,4.55,2.7
0.31,"Ideal","F","VS2",61.6,55,757,4.38,4.39,2.7
1.23,"Premium","I","SI1",60.3,58,5717,6.95,6.92,4.18
0.41,"Ideal","G","VS2",61.4,55,1061,4.8,4.75,2.93
1.22,"Premium","G","IF",59.2,58,11104,7.02,6.97,4.14
1.05,"Ideal","D","SI1",61.7,56,5914,6.53,6.59,4.05
1.11,"Ideal","I","SI1",61.9,55,5329,6.65,6.66,4.12
2.02,"Very Good","I","VS2",63.1,55,17581,8,8.09,5.08
0.3,"Ideal","G","VVS2",60.7,58,655,4.34,4.36,2.64
0.57,"Ideal","F","VS2",61.6,56,1567,5.34,5.37,3.3
0.58,"Premium","H","SI1",62.1,55,1332,5.38,5.35,3.33
0.7,"Ideal","F","VS1",61.6,55,2874,5.75,5.71,3.53
0.39,"Ideal","H","SI2",61.5,57,558,4.66,4.7,2.88
0.38,"Premium","G","VVS1",61.3,57,1064,4.68,4.62,2.85
0.31,"Good","G","VVS2",63.1,57,707,4.3,4.32,2.72
1.01,"Very Good","F","SI2",59.1,57,4304,6.57,6.62,3.9
0.4,"Very Good","E","SI1",61.4,58,687,4.77,4.81,2.94
0.3,"Very Good","H","VS1",63.2,56,675,4.29,4.25,2.7
1.07,"Ideal","H","SI1",62.1,57,5220,6.5,6.55,4.05
0.33,"Ideal","F","VS2",61.1,56,804,4.47,4.5,2.74
0.3,"Premium","G","SI2",62.3,59,506,4.29,4.25,2.66
0.34,"Premium","F","VS2",61.2,59,686,4.49,4.53,2.76
1.01,"Very Good","G","VVS2",63,61,7528,6.34,6.36,4
0.78,"Very Good","F","SI2",58.3,62,2477,6.04,6.11,3.54
0.31,"Very Good","F","SI1",60.7,58,516,4.35,4.38,2.65
0.58,"Ideal","H","VVS1",62.1,53.6,1961,5.35,5.38,3.34
0.29,"Very Good","H","VVS2",61.7,55,541,4.27,4.3,2.64
0.52,"Ideal","D","VS2",61.6,55,1919,5.2,5.15,3.19
0.92,"Ideal","H","SI1",60.5,57,4325,6.27,6.32,3.81
0.31,"Premium","F","VS2",59.7,60,802,4.42,4.39,2.63
1.53,"Ideal","G","SI1",60.1,57,10947,7.46,7.57,4.52
0.31,"Ideal","H","VVS2",61.1,56,802,4.37,4.33,2.66
0.59,"Ideal","F","SI2",61.7,54,1195,5.38,5.44,3.34
0.72,"Premium","J","VS2",61.4,58,1846,5.74,5.76,3.53
0.7,"Ideal","D","SI1",61.8,56,2872,5.63,5.73,3.51
0.5,"Very Good","F","VVS2",61,61,2013,5.09,5.11,3.11
1.61,"Very Good","E","SI2",62.6,60,10293,7.39,7.49,4.66
1.51,"Premium","F","VS2",62.1,59,13074,7.37,7.26,4.54
0.59,"Premium","E","SI2",61.4,59,1229,5.4,5.32,3.29
0.75,"Very Good","G","VS2",63.3,58,2467,5.78,5.75,3.65
0.71,"Good","I","SI1",63.6,63,1774,5.64,5.61,3.58
0.41,"Good","E","SI2",63.8,57,818,4.75,4.68,3.01
0.64,"Very Good","G","SI1",64,53.8,1665,5.49,5.53,3.53
0.9,"Very Good","E","SI1",63,56,4315,6.11,6.15,3.86
0.97,"Fair","F","SI1",56.4,66,4063,6.59,6.54,3.7
0.32,"Ideal","G","IF",61,57,918,4.44,4.48,2.72
0.9,"Good","H","VS1",64,59,3669,6.05,6.01,3.86
0.43,"Premium","F","VS1",62.5,58,1056,4.78,4.85,3.01
1.58,"Ideal","E","VS2",62.7,56,15721,7.55,7.45,4.7
0.39,"Premium","E","VS1",59.6,60,1097,4.75,4.72,2.82
0.9,"Good","D","SI2",63.9,60,3153,6.07,6.11,3.89
1.51,"Good","G","SI2",63.7,57,7695,7.28,7.21,4.62
0.9,"Very Good","D","SI2",63,58,3534,6.12,6.16,3.87
1.2,"Premium","D","VVS1",62.1,59,15686,0,0,0
1.13,"Ideal","H","I1",62.2,55,3678,6.65,6.69,4.15
1,"Fair","E","SI1",57.4,61,4844,6.53,6.63,3.78
1.16,"Premium","F","SI2",62.4,59,5164,6.72,6.64,4.17
0.93,"Premium","H","SI1",61.8,59,3816,6.23,6.27,3.86
0.51,"Good","F","VVS2",60.2,62,1942,5.16,5.21,3.12
0.55,"Ideal","E","SI1",62.1,55,1551,5.21,5.26,3.25
0.96,"Very Good","D","SI2",60,60,4060,6.43,6.47,3.87
0.64,"Premium","E","SI1",61.2,62,1682,5.56,5.52,3.39
0.56,"Ideal","D","SI1",62.5,56,1723,5.24,5.26,3.28
0.53,"Ideal","D","SI1",62.2,56,1631,5.19,5.23,3.24
0.31,"Ideal","F","VS2",61.9,55,625,4.37,4.39,2.71
0.57,"Ideal","E","VVS2",62.3,54,2615,5.3,5.35,3.32
0.84,"Ideal","G","VS1",61.4,56,4372,6.04,6.15,3.74
0.53,"Ideal","I","VS2",60.3,60,1279,5.25,5.22,3.16
0.33,"Ideal","E","VS2",61.9,56,928,4.45,4.4,2.74
0.71,"Good","F","VS1",58,61,2559,5.83,5.85,3.39
0.39,"Very Good","G","VS1",62.4,57,855,4.62,4.68,2.9
2.01,"Premium","I","SI2",62.1,60,9658,8.1,8.03,5.01
1.7,"Good","D","VS2",63.6,56,17485,7.56,7.5,4.79
0.74,"Very Good","F","SI2",63.2,58,2042,5.75,5.71,3.62
1.03,"Very Good","G","SI1",61,58,4746,6.5,6.54,3.98
0.81,"Very Good","G","SI1",60.7,56,2733,6.06,6.09,3.69
0.53,"Premium","D","SI2",59.3,61,1318,5.29,5.26,3.13
1.19,"Ideal","E","SI2",61.9,56,5598,6.84,6.8,4.22
1.72,"Very Good","D","SI2",63.4,62,12360,7.59,7.53,4.79
0.56,"Ideal","E","VS2",61.9,56,1819,5.27,5.32,3.28
1.05,"Very Good","H","VS2",63.3,56,5614,6.48,6.41,4.08
0.41,"Premium","D","SI2",62,58,683,4.74,4.78,2.95
1.51,"Very Good","G","VS2",63.5,57,12872,7.23,7.19,4.58
0.56,"Premium","E","SI1",62.5,59,1653,5.24,5.2,3.26
2.02,"Premium","J","SI2",62.7,60,11463,7.98,8.1,5.04
0.7,"Ideal","F","VS2",62,56,2671,5.71,5.74,3.55
1.03,"Ideal","I","VS1",61.3,53,5181,6.54,6.57,4.01
0.42,"Premium","G","VS2",62.6,57,1087,4.8,4.76,2.99
0.72,"Ideal","D","SI1",60.8,57,2757,5.75,5.76,3.5
1.3,"Very Good","J","VS1",63.2,57,4994,6.91,6.86,4.35
1.09,"Ideal","G","SI1",62.2,56,4970,6.6,6.55,4.09
0.4,"Ideal","G","IF",61.5,57,1257,4.72,4.76,2.91
0.3,"Ideal","H","VVS2",61.2,57,776,4.32,4.31,2.64
0.74,"Very Good","H","SI2",63.1,55,2138,5.72,5.78,3.63
2.4,"Premium","F","SI2",62.6,59,16797,8.53,8.49,5.33
0.34,"Ideal","H","IF",61.6,55,844,4.51,4.55,2.78
1.32,"Premium","G","SI1",60.6,58,7676,7.12,7.06,4.3
1,"Ideal","G","SI1",61.6,55,4956,6.51,6.41,3.98
0.4,"Premium","F","VVS1",61.1,59,1263,4.75,4.78,2.91
0.27,"Very Good","E","VS1",61.9,59,470,4.16,4.21,2.59
0.56,"Premium","I","VVS1",60.6,59,1743,5.33,5.29,3.22
1.01,"Premium","G","VS2",62.1,60,5839,6.35,6.37,3.95
0.36,"Premium","D","SI2",63,59,643,4.52,4.49,2.84
0.41,"Very Good","E","SI1",60.5,63,705,4.77,4.81,2.9
1.2,"Ideal","D","SI2",61.7,56,6619,6.81,6.88,4.22
0.31,"Ideal","J","VS1",61.9,54.7,429,4.34,4.36,2.69
1.2,"Ideal","G","SI2",61.1,57,5826,6.86,6.83,4.18
1.04,"Good","D","SI1",63.7,58,5708,6.43,6.39,4.08
0.3,"Ideal","G","VS1",63.1,55,624,4.25,4.31,2.7
1.14,"Premium","H","SI1",59.3,59,5458,6.8,6.76,4.02
0.3,"Premium","H","VVS2",60.6,58,776,4.35,4.33,2.63
1.19,"Premium","E","VS1",59.8,58,9263,7.01,6.94,4.17
1.64,"Very Good","J","SI1",62.6,59,7739,7.45,7.51,4.68
1.01,"Ideal","D","VS2",62.6,55,8279,6.42,6.46,4.03
0.97,"Fair","G","I1",57.2,60,1547,6.59,6.36,3.72
1.22,"Premium","I","SI1",62.3,58,5233,6.77,6.81,4.23
0.91,"Ideal","G","SI2",62.3,56,3664,6.18,6.22,3.86
0.57,"Ideal","E","VS2",62.2,55,1698,5.3,5.34,3.31
1.34,"Very Good","F","VS1",59.7,60,10771,7.17,7.2,4.29
0.39,"Very Good","I","VS2",60.2,61,696,4.74,4.79,2.87
1.08,"Very Good","H","VVS1",63.1,57,6623,6.57,6.52,4.13
1.59,"Ideal","H","SI1",61.5,57,10832,7.53,7.59,4.65
0.64,"Ideal","F","VS2",61.1,56,2419,5.57,5.59,3.41
1.02,"Premium","H","VS2",61.2,58,5217,6.47,6.5,3.97
0.31,"Very Good","H","VVS2",61.4,58,625,4.32,4.37,2.67
0.38,"Premium","D","VVS1",61.4,59,1400,4.63,4.66,2.85
0.27,"Fair","E","VS1",66.4,58,371,3.99,4.02,2.66
0.3,"Ideal","G","VS2",61.3,56,675,4.3,4.28,2.63
1.11,"Ideal","E","SI1",62.1,55,7218,6.66,6.68,4.14
1.08,"Ideal","G","VS1",61.4,56,7551,6.59,6.63,4.06
0.35,"Ideal","I","SI2",61.6,55,580,4.62,4.53,2.82
0.74,"Ideal","F","SI1",62.5,56,2702,5.8,5.76,3.61
0.33,"Ideal","G","VS2",62.2,56,743,4.44,4.43,2.76
0.32,"Premium","G","SI2",62.7,58,540,4.39,4.35,2.74
0.41,"Premium","E","VS1",60.4,58,1079,4.78,4.82,2.9
0.3,"Ideal","G","SI1",62,58,477,4.27,4.29,2.65
0.78,"Very Good","E","VS1",60,56,3601,6,6.03,3.61
0.51,"Very Good","D","VVS1",59.9,58,2834,5.16,5.19,3.1
2.02,"Ideal","I","SI2",62.2,57,10412,8.06,7.99,4.99
0.56,"Ideal","F","VS2",61.6,55,1814,5.32,5.29,3.27
0.36,"Ideal","D","VS2",61.1,57,1094,4.62,4.58,2.81
0.52,"Ideal","E","SI1",61.1,57,1656,5.2,5.17,3.16
0.4,"Very Good","E","SI1",63,57,725,4.68,4.71,2.96
1,"Ideal","E","SI2",61.9,56,4766,6.39,6.43,3.97
0.31,"Very Good","G","SI1",61.9,56,462,4.34,4.38,2.7
0.31,"Premium","E","VS2",61,59,872,4.39,4.33,2.66
1.2,"Very Good","J","VS2",59.9,60,5140,6.98,6.95,4.17
0.57,"Premium","E","SI1",59.4,58,1613,5.42,5.38,3.21
0.37,"Ideal","E","VS2",60.1,59,768,4.64,4.68,2.8
1.07,"Premium","F","VS2",62.4,57,6274,6.55,6.5,4.07
0.31,"Premium","H","VVS1",61.9,58,907,4.34,4.32,2.68
0.88,"Ideal","I","SI1",62.4,55,3264,6.12,6.16,3.83
0.52,"Ideal","H","VVS1",60.4,57,1778,5.2,5.23,3.15
0.4,"Good","H","VS2",63.1,62,717,4.75,4.66,2.97
0.58,"Ideal","D","SI1",61.1,57,1737,5.36,5.41,3.29
1.09,"Ideal","F","VVS2",62.1,56,10246,6.55,6.59,4.08
1.5,"Very Good","D","VS1",61.2,63,16407,7.28,7.32,4.47
1.01,"Fair","H","SI1",64.6,55,4191,6.29,6.25,4.05
0.9,"Very Good","F","SI1",63.4,56,3898,6.06,6.12,3.86
0.42,"Premium","H","VVS2",62.4,57,984,4.83,4.78,3
1.23,"Ideal","H","VS1",60.6,57,7803,6.94,6.98,4.22
1,"Premium","F","VVS2",60.6,54,8924,6.56,6.52,3.96
0.7,"Very Good","H","VS1",62.1,56,2422,5.65,5.68,3.52
0.35,"Ideal","F","VS1",62.4,55,665,4.49,4.52,2.81
1.11,"Ideal","F","VS2",61.8,56,9057,6.66,6.7,4.13
0.7,"Very Good","G","VS2",60.6,60,2507,5.67,5.78,3.47
0.3,"Ideal","H","VVS1",62,56,636,4.31,4.34,2.68
0.5,"Very Good","D","SI2",60.8,55,1306,5.14,5.16,3.13
1.21,"Premium","I","SI1",62.3,59,5556,6.81,6.77,4.23
1.01,"Ideal","E","SI2",61.1,57,4751,6.52,6.48,3.97
1.51,"Premium","I","VS2",61.8,59,9301,7.36,7.4,4.56
0.41,"Very Good","H","VVS1",61.7,58,991,4.74,4.79,2.94
0.38,"Premium","D","VVS2",61.9,56,1257,4.65,4.63,2.87
0.3,"Ideal","D","VS2",62.5,55,710,4.3,4.31,2.69
0.5,"Ideal","D","VS1",61.9,54,1792,5.1,5.14,3.17
0.3,"Very Good","E","SI2",61.7,61,421,4.28,4.31,2.65
0.45,"Ideal","G","VVS1",61.7,56,1358,4.96,4.93,3.05
1.11,"Good","D","SI2",60.1,63,4877,6.68,6.7,4.02
0.31,"Ideal","H","VS1",62.1,54,544,4.3,4.37,2.69
0.23,"Very Good","E","VVS2",60.6,55,478,4.02,4.07,2.45
0.3,"Ideal","D","VS2",61.8,55,911,4.34,4.3,2.67
0.9,"Fair","D","SI2",65.7,60,3205,5.98,5.93,3.91
1,"Fair","G","VS1",58.7,67,5853,6.47,6.45,3.79
0.51,"Ideal","F","VS1",61.7,55,1728,5.13,5.17,3.18
1,"Good","D","VS2",65.7,55,6163,6.17,6.22,4.07
0.25,"Very Good","H","VVS1",60.1,62,450,4.08,4.11,2.46
0.51,"Very Good","F","VS1",62.4,59,1697,5.04,5.09,3.16
0.7,"Very Good","F","VS1",62.1,57,2975,5.69,5.72,3.54
0.33,"Very Good","H","SI1",63,58,475,4.4,4.42,2.78
0.91,"Ideal","H","SI1",62.4,57,3635,6.18,6.23,3.87
1.02,"Very Good","H","SI1",61.6,58,4727,6.49,6.54,4.01
0.7,"Premium","F","SI1",62.1,58,2504,5.64,5.7,3.52
0.25,"Good","E","VVS2",63.1,56,576,4,4.05,2.54
1.02,"Very Good","F","SI2",60,57,4373,6.53,6.57,3.93
1.07,"Good","F","SI2",58.7,64,4232,6.64,6.68,3.91
1.01,"Premium","F","SI2",62.2,59,4497,6.42,6.38,3.98
0.24,"Very Good","D","VS1",61.4,58,419,3.99,4.02,2.46
0.43,"Ideal","E","VS2",62.1,56,1048,4.87,4.83,3.01
0.9,"Premium","E","VS1",59.4,59,5438,6.31,6.28,3.74
1.55,"Fair","H","SI2",64.6,58,9045,7.28,7.21,4.68
0.3,"Fair","E","SI1",64.5,49,630,4.28,4.25,2.75
0.72,"Premium","D","VS2",61.1,60,2721,5.74,5.69,3.49
0.7,"Good","G","SI1",64,55,2016,5.62,5.59,3.59
1.61,"Ideal","J","VS2",61.6,56,9141,7.52,7.54,4.64
0.7,"Ideal","F","SI1",62.3,56,2515,5.68,5.72,3.55
1.52,"Premium","I","VVS2",61.6,58,11021,7.41,7.37,4.55
0.7,"Good","G","VS1",60.6,61,2591,5.71,5.77,3.48
0.3,"Good","I","SI1",63.4,57,394,4.23,4.25,2.69
0.74,"Ideal","H","IF",60.9,57,3760,5.83,5.85,3.56
0.38,"Good","F","VS2",56.2,61,873,4.84,4.87,2.73
1.02,"Premium","H","SI1",62.6,59,4688,6.43,6.38,4.01
1.01,"Premium","F","SI2",60,59,3897,6.47,6.41,3.86
1.01,"Very Good","E","VS2",62.6,59,6956,6.35,6.39,3.99
1.27,"Good","J","VS1",63.4,60,5588,6.8,6.85,4.33
2.02,"Good","H","SI2",59,61,13144,8.26,8.31,4.89
1.52,"Very Good","D","SI2",60.9,59,9343,7.35,7.4,4.49
1.11,"Premium","G","VS2",59,59,6713,6.79,6.76,4
1.02,"Premium","G","VS2",62.5,58,6416,6.46,6.41,4.02
0.73,"Very Good","I","VVS1",61.9,57,2623,5.75,5.79,3.57
0.5,"Good","E","VS2",59.8,57,1395,5.12,5.18,3.08
1.02,"Premium","H","VS1",62.1,57,4827,6.46,6.42,4
0.71,"Very Good","I","VVS1",63,58,2456,5.68,5.72,3.59
1,"Good","D","SI1",64.8,58,5013,6.23,6.27,4.05
0.72,"Very Good","G","SI1",63.1,57,2385,5.71,5.67,3.59
0.54,"Ideal","G","VS1",61.8,54,1754,5.22,5.24,3.23
0.32,"Ideal","F","VS2",61.2,56,828,4.44,4.41,2.71
0.52,"Premium","D","SI1",62.7,58,1605,5.2,5.16,3.25
0.24,"Ideal","H","VVS1",62.4,56,449,3.99,4.03,2.5
1.01,"Very Good","G","VVS2",63.3,57,7885,6.31,6.36,4.01
0.93,"Premium","E","I1",62.3,60,2647,6.23,6.2,3.87
1.01,"Very Good","G","VS2",60,57,5886,6.53,6.6,3.94
1.18,"Ideal","G","SI1",62,56,6960,6.76,6.79,4.2
0.32,"Premium","F","VS2",59.7,59,645,4.41,4.44,2.64
1.25,"Premium","H","VS2",61.9,58,5902,6.9,6.84,4.25
1.02,"Very Good","E","SI2",63.3,59,4478,6.42,6.32,4.03
0.7,"Very Good","G","SI1",61.8,56,2106,5.7,5.76,3.54
0.38,"Ideal","F","IF",62.2,55,1333,4.64,4.66,2.89
0.74,"Very Good","E","VVS2",61.9,59,3616,5.74,5.77,3.56
0.62,"Premium","G","VS2",60.9,59,1841,5.52,5.48,3.35
1.52,"Premium","H","SI1",61,58,9527,7.39,7.44,4.52
0.32,"Ideal","G","VVS2",61.3,56,936,4.44,4.43,2.72
2.02,"Ideal","F","SI2",62.2,57,16256,8.07,8.03,5.01
0.4,"Premium","D","VVS2",60.8,59,1263,4.76,4.81,2.91
0.44,"Premium","F","VS2",61.1,62,1018,4.98,4.92,3.03
0.43,"Ideal","H","SI1",62.3,56,919,4.86,4.83,3.02
0.9,"Good","G","SI2",62.7,59,3489,6.04,6.12,3.81
0.39,"Very Good","D","VVS1",63,60,1092,4.61,4.63,2.91
1.54,"Premium","J","SI1",61.2,59,7589,7.45,7.41,4.55
0.36,"Ideal","J","SI1",62.3,53,439,4.59,4.62,2.87
1.56,"Very Good","H","VVS2",63.3,58,12098,7.3,7.35,4.64
1.06,"Premium","J","SI2",62,58,3823,6.53,6.45,4.04
0.33,"Ideal","E","VS2",60.8,57,723,4.45,4.47,2.71
0.52,"Ideal","G","VS1",61.2,56,1662,5.19,5.22,3.18
0.3,"Ideal","F","VS2",61.6,57,776,4.32,4.28,2.65
2.16,"Ideal","J","SI1",63,55,14691,8.2,8.24,5.18
0.7,"Very Good","G","VS1",62.3,58,2631,5.63,5.67,3.52
0.3,"Premium","J","VS1",62.7,59,506,4.28,4.24,2.67
0.35,"Premium","G","VS1",62.9,58,906,4.49,4.48,2.82
0.23,"Very Good","F","VVS2",61.2,58,530,3.96,3.98,2.43
0.33,"Premium","H","VS1",60,61,743,4.52,4.48,2.7
0.7,"Good","I","VS2",63.6,58,2117,5.59,5.57,3.55
1.3,"Ideal","G","VVS2",62,57,11175,7.03,6.96,4.34
0.56,"Premium","G","SI1",62.4,58,1304,5.23,5.29,3.28
0.76,"Ideal","H","VS2",62.7,57,2692,5.86,5.82,3.66
0.71,"Good","I","VVS2",63.6,57,2450,5.69,5.66,3.61
0.38,"Good","D","VS2",63.4,55,871,4.63,4.67,2.95
0.52,"Ideal","G","VS1",61.7,57,1665,5.16,5.18,3.19
1.41,"Ideal","J","VS1",61.6,56,8275,7.19,7.22,4.44
0.33,"Ideal","F","VVS1",62.1,56,828,4.43,4.46,2.76
1.01,"Premium","F","VS1",59.4,60,7353,6.5,6.46,3.85
1.05,"Very Good","I","VS2",62.4,59,4975,6.48,6.51,4.05
0.29,"Ideal","H","VS2",62.8,55,498,4.24,4.27,2.67
0.78,"Very Good","F","SI2",62.4,59,2586,5.86,5.91,3.67
0.52,"Ideal","D","VS2",62.2,56,1822,5.13,5.16,3.2
0.4,"Premium","F","VS2",61.6,58,842,4.75,4.8,2.94
1.28,"Ideal","G","SI2",61.4,57,5888,6.96,6.99,4.28
0.53,"Very Good","D","SI2",59.3,61,1226,5.26,5.29,3.13
0.52,"Ideal","D","SI1",61.5,55,1720,5.22,5.19,3.2
0.93,"Very Good","J","VS1",63,53,3651,6.22,6.26,3.93
0.33,"Ideal","D","VVS2",61.1,56,955,4.44,4.46,2.72
1.26,"Ideal","G","SI1",61.3,57,7230,6.94,6.99,4.27
1.09,"Premium","D","SI1",61.6,58,5799,6.61,6.57,4.06
0.3,"Ideal","G","IF",62.1,53,863,4.3,4.33,2.68
0.3,"Very Good","H","VS2",62.7,59,473,4.22,4.27,2.66
1.61,"Premium","J","VS2",61.7,59,7844,7.51,7.46,4.62
0.76,"Ideal","G","VS2",61.7,54,2954,5.88,5.92,3.64
1.14,"Ideal","G","VS1",62.3,56,7948,6.73,6.7,4.18
1.15,"Very Good","F","SI2",63.1,63,4915,6.67,6.57,4.18
1.1,"Very Good","H","VS2",61.3,58,5914,6.63,6.74,4.1
1.51,"Premium","J","VS2",59.2,59,7553,7.53,7.47,4.44
0.33,"Premium","I","VS1",61.1,59,521,4.44,4.47,2.72
0.96,"Fair","H","I1",69.2,56,1739,5.97,5.83,4.08
0.31,"Ideal","E","VS2",62,56,872,4.37,4.34,2.7
1.52,"Good","E","VS1",63.9,56,15792,7.25,7.21,4.62
0.34,"Very Good","E","VS2",59.8,62,659,4.52,4.54,2.71
1.01,"Premium","E","SI1",62.6,58,5599,6.32,6.3,3.95
1.05,"Premium","H","SI2",61.7,59,3352,6.59,6.53,4.05
0.78,"Ideal","F","VS2",62.3,56,3531,5.91,5.88,3.67
0.36,"Premium","F","VVS2",62.7,58,983,4.55,4.51,2.84
0.3,"Very Good","D","SI1",63.3,55,709,4.31,4.28,2.72
0.31,"Ideal","D","SI1",62.7,56,571,4.32,4.36,2.72
1.01,"Ideal","H","SI1",62.6,55,5126,6.41,6.44,4.02
1.06,"Ideal","H","SI1",61.7,60,5255,6.48,6.52,4.01
2.08,"Ideal","H","SI2",61.5,57,15065,8.26,8.2,5.06
1.18,"Premium","G","VVS2",61.6,58,9304,6.8,6.77,4.18
0.24,"Very Good","E","VVS2",61.6,59,552,3.98,4.01,2.46
0.91,"Good","I","SI2",57.9,60,3061,6.46,6.39,3.72
1.2,"Good","I","SI1",64.4,61,5458,6.52,6.59,4.22
0.73,"Ideal","F","VVS1",62.7,56,3900,5.76,5.72,3.6
1.11,"Ideal","E","SI2",62.2,56,4969,6.58,6.66,4.12
0.31,"Premium","E","VS2",60,59,872,4.39,4.35,2.62
1.21,"Ideal","I","VVS2",61.3,56,7938,6.83,6.87,4.2
0.37,"Very Good","E","VS2",58.9,61,811,4.66,4.68,2.75
0.55,"Premium","D","VS2",61.3,60,2030,5.29,5.28,3.24
0.31,"Ideal","F","VS2",61.9,55,757,4.37,4.39,2.71
0.82,"Premium","F","VS1",62.1,56,3513,6.02,5.97,3.72
0.85,"Fair","H","I1",61,61,1324,6.2,6,3.73
0.32,"Premium","E","VS2",61,59,900,4.45,4.44,2.71
0.7,"Premium","H","SI1",61.9,59,1889,5.67,5.74,3.53
0.4,"Ideal","E","SI1",60.6,56,772,4.77,4.78,2.9
0.55,"Ideal","F","SI2",61.2,56,1175,5.23,5.29,3.22
2.16,"Ideal","I","SI2",61.9,54,15124,8.29,8.33,5.14
0.31,"Ideal","E","IF",60.9,55,987,4.39,4.41,2.68
1.01,"Premium","I","SI2",61.6,59,3411,6.4,6.35,3.93
0.81,"Premium","J","SI1",61.8,57,2199,6.02,5.96,3.7
0.4,"Good","F","SI1",63.3,58,687,4.69,4.72,2.98
0.31,"Premium","G","VVS1",62.2,59,1046,4.32,4.3,2.68
0.32,"Premium","H","VS2",60.6,58,648,4.47,4.44,2.7
0.62,"Ideal","D","VS1",61.9,57,2508,5.47,5.55,3.41
0.47,"Ideal","F","VVS1",61.9,55,1779,4.98,5,3.09
0.32,"Ideal","F","VVS1",61.4,56,990,4.42,4.38,2.7
0.35,"Ideal","D","VS2",60.5,56,907,4.63,4.6,2.79
1.01,"Ideal","D","VVS1",62.5,55,11661,6.39,6.44,4.01
0.56,"Premium","E","VS1",60.1,61,1882,5.38,5.31,3.21
0.28,"Ideal","H","VS2",62.5,54,467,4.2,4.22,2.63
0.9,"Premium","F","SI2",58.9,59,3803,6.31,6.26,3.7
0.3,"Premium","D","VS2",61.7,59,911,4.28,4.25,2.63
1.01,"Fair","D","SI2",64.6,58,10011,6.25,6.2,4.02
1,"Premium","F","VS2",62.9,59,6296,6.47,6.4,4.02
0.9,"Good","D","VS2",62.6,62,4739,6.11,6.15,3.84
0.32,"Very Good","F","VS1",61.3,55,696,4.41,4.44,2.71
0.4,"Very Good","D","VS1",63.2,60,963,4.65,4.69,2.95
0.7,"Premium","J","VS1",62,58,1657,5.68,5.74,3.54
1.15,"Very Good","D","SI1",61.7,58,5932,6.69,6.76,4.15
1.41,"Premium","E","VS2",62.7,56,11644,7.18,7.1,4.48
0.88,"Ideal","E","SI2",62.2,57,3329,6.08,6.2,3.82
0.74,"Ideal","G","VS1",61.2,56,3635,5.83,5.86,3.58
1.04,"Ideal","F","SI1",61.2,56,5145,6.54,6.6,4.02
0.5,"Very Good","I","SI1",62.4,58,1048,5,5.06,3.14
0.38,"Premium","F","VS2",60.5,59,1026,4.72,4.67,2.84
1.55,"Ideal","J","SI1",61.7,54,7987,7.47,7.5,4.62
1.5,"Fair","D","SI2",68.8,57,7469,6.9,6.86,4.73
1.61,"Very Good","E","SI2",63,59.9,10891,7.42,7.45,4.68
1.36,"Premium","I","VS1",62,59,7592,7.1,7.06,4.39
2.33,"Very Good","H","SI2",63.2,56,13500,8.44,8.35,5.31
0.38,"Ideal","E","VS2",60.1,56,866,4.69,4.72,2.83
0.51,"Ideal","E","VS2",61.8,57,1656,5.14,5.15,3.18
1.26,"Ideal","G","SI2",60.9,55,5937,7,7.05,4.28
0.6,"Ideal","G","VS1",62.2,55,2061,5.41,5.45,3.38
0.76,"Ideal","F","VS1",61.6,56,3446,5.87,5.91,3.63
0.41,"Very Good","G","SI1",60.4,58,735,4.77,4.84,2.9
0.4,"Very Good","D","VVS2",61.4,58.3,1359,4.73,4.74,2.9
0.75,"Premium","I","SI2",61.1,57,2070,5.88,5.84,3.58
0.35,"Ideal","D","VVS1",62,54,1266,4.56,4.57,2.83
0.78,"Ideal","E","SI1",62.7,55,3067,5.87,5.9,3.69
1.06,"Ideal","G","SI2",61,57,4578,6.56,6.61,4.02
0.38,"Premium","D","SI1",59.1,58,635,4.74,4.77,2.81
0.9,"Ideal","D","SI1",61.9,55,4435,6.22,6.18,3.84
0.49,"Premium","G","VS2",61,59,1225,5.13,5.06,3.11
0.33,"Ideal","G","VS1",62.4,56,854,4.45,4.43,2.77
0.38,"Ideal","E","IF",62.2,54.1,1402,4.64,4.67,2.89
0.33,"Ideal","F","VS2",61.9,57,666,4.4,4.42,2.73
