"carat","cut","color","clarity","depth","table","price","x","y","z"
1.1,"Very Good","F","VS2",62.8,56,7174,6.56,6.59,4.13
0.73,"Ideal","E","SI2",61.3,54,2431,5.8,5.88,3.58
0.52,"Ideal","H","IF",61.4,56,2441,5.19,5.23,3.2
1.29,"Very Good","G","SI2",63.2,54,4045,6.96,6.94,4.39
0.51,"Ideal","G","SI1",61.7,54,1237,5.14,5.2,3.19
1.01,"Very Good","F","VS2",63.8,55,7135,6.31,6.38,4.05
1.21,"Very Good","F","VS2",63.3,58,7826,6.73,6.67,4.24
0.7,"Premium","G","SI1",62,61,2352,5.71,5.68,3.53
1.5,"Good","I","VS1",63.3,58,8910,7.19,7.24,4.57
0.67,"Ideal","H","SI1",62.1,54,1550,5.61,5.66,3.5
0.3,"Ideal","F","SI1",61.4,55,475,4.34,4.36,2.67
0.43,"Premium","G","VS2",61.1,58,1113,4.88,4.84,2.97
0.9,"Premium","H","VS2",61.3,59,4155,6.19,6.24,3.81
1.03,"Ideal","F","SI2",61.9,56,4280,6.47,6.43,3.99
1.03,"Ideal","E","SI2",62.3,56,4845,6.52,6.44,4.04
0.67,"Good","J","VS1",64.2,55.6,1581,5.54,5.57,3.57
1.07,"Premium","F","VS1",60.6,61,6885,6.62,6.56,3.99
0.31,"Ideal","F","IF",62.1,54,914,4.38,4.41,2.73
0.9,"Premium","F","SI1",62.5,62,3881,6.11,6.08,3.81
1.5,"Very Good","I","VS1",62.2,59,10164,7.27,7.3,4.53
1.27,"Premium","H","SI1",60.2,58,6892,7.04,6.99,4.22
0.52,"Ideal","G","VVS2",61.6,55,1957,5.14,5.18,3.19
0.3,"Ideal","F","VS1",62.3,53.8,652,4.3,4.33,2.69
2,"Very Good","J","SI1",63.3,59,11189,7.95,7.89,5.01
0.53,"Ideal","F","VS2",61.3,55,1723,5.22,5.25,3.21
1.51,"Very Good","I","VVS1",63,59,11088,7.24,7.3,4.58
0.38,"Ideal","E","VS1",62.1,57,1027,4.62,4.65,2.88
1.01,"Very Good","G","VS2",61.6,61,5759,6.36,6.46,3.95
0.4,"Premium","F","VS1",61.5,59,1050,4.76,4.71,2.91
0.32,"Ideal","G","VVS1",61.1,53,1080,4.44,4.4,2.7
1.01,"Very Good","E","VS2",61.9,55,6666,6.38,6.44,3.97
0.26,"Ideal","H","VS1",62.2,55,482,4.08,4.09,2.54
1.06,"Ideal","H","SI2",62.7,57,4523,6.46,6.5,4.06
1.5,"Ideal","I","VVS2",61.7,55,10646,7.32,7.39,4.54
0.7,"Ideal","G","VVS1",61.6,57,3763,5.69,5.73,3.52
2.03,"Ideal","I","SI2",61.1,56,11172,8.22,8.17,5.01
1.34,"Ideal","H","SI2",61.6,56,6904,7.1,7.05,4.36
0.94,"Ideal","F","VS2",61.2,57,7120,6.29,6.33,3.86
0.32,"Ideal","I","VVS2",63,57,720,4.37,4.33,2.74
0.92,"Premium","E","SI1",60.9,59,4258,6.25,6.27,3.81
1.55,"Premium","J","SI1",62.5,58,7638,7.4,7.36,4.61
0.32,"Very Good","D","VVS2",60,57,809,4.45,4.49,2.68
0.52,"Ideal","H","SI1",62.3,54,1074,5.15,5.18,3.22
1.01,"Very Good","G","VS2",62.9,60,5779,6.28,6.35,3.97
1.31,"Very Good","E","VS2",63.1,56,10094,6.95,6.9,4.37
0.31,"Ideal","G","SI2",61.7,56,523,4.38,4.34,2.69
1.26,"Very Good","F","VS1",62.5,58,10284,6.83,6.94,4.3
1.02,"Premium","G","VS2",62.6,59,6087,6.43,6.39,4.01
0.78,"Ideal","E","SI2",61.2,54,2596,5.96,6,3.66
0.39,"Ideal","F","VS2",62.1,53,828,4.73,4.77,2.95
1.51,"Ideal","G","VS1",62.8,56,13811,7.29,7.24,4.56
0.26,"Very Good","G","VS1",61.9,56,418,4.07,4.1,2.53
0.52,"Ideal","E","VVS2",61.8,56,2430,5.15,5.18,3.19
1.11,"Ideal","F","VS2",60.4,58,7275,6.73,6.66,4.04
0.5,"Very Good","F","VS2",61.5,61,1436,5.09,5.12,3.14
1.5,"Premium","F","VVS2",58.8,58,17203,7.51,7.43,4.39
1.51,"Premium","H","VS2",61.2,58,11188,7.4,7.36,4.52
0.32,"Ideal","D","VS2",62.3,57,972,4.41,4.39,2.74
1.5,"Fair","F","VS2",65.3,57,13853,7.15,7.12,4.66
1.14,"Ideal","I","VS1",61.7,53,5863,6.75,6.77,4.17
0.4,"Ideal","H","IF",60.9,58,1074,4.75,4.78,2.9
0.54,"Ideal","F","SI1",61.5,55,1327,5.25,5.28,3.24
0.41,"Very Good","F","SI1",62.8,57,755,4.69,4.73,2.96
1.53,"Premium","H","VVS2",60.4,60,12092,7.46,7.41,4.49
0.6,"Ideal","G","SI2",59.1,56,1250,5.58,5.52,3.28
0.74,"Fair","G","SI1",64.8,59,2060,5.63,5.6,3.64
1.09,"Ideal","D","SI1",61.3,55.9,6532,6.61,6.65,4.06
1.25,"Premium","F","VS2",60.8,58,9702,6.98,6.93,4.23
0.35,"Premium","F","VS2",60.9,57,879,4.58,4.55,2.78
0.3,"Premium","E","SI1",61.8,60,675,4.28,4.23,2.63
0.91,"Premium","G","SI1",61.8,60,4045,6.18,6.21,3.83
0.5,"Premium","E","VS2",61.1,61,1746,5.13,5.11,3.13
0.32,"Ideal","I","VS2",60.3,56,449,4.44,4.45,2.68
0.32,"Ideal","D","VS2",61.8,57,972,4.36,4.35,2.69
2.01,"Premium","F","SI2",60.3,60,16881,8.11,8.08,4.88
0.57,"Ideal","D","VS1",61.8,55,1982,5.31,5.37,3.3
1.52,"Premium","H","SI1",62.5,58,10078,7.33,7.29,4.57
0.58,"Very Good","G","VVS2",59.1,59.6,2021,5.39,5.42,3.19
0.81,"Very Good","G","SI2",63.4,58,2545,5.87,5.92,3.74
2.07,"Ideal","I","SI2",62,55,16337,8.22,8.12,5.07
1.01,"Good","F","SI1",64.2,58,4276,6.33,6.31,4.06
0.91,"Premium","H","VVS1",62.5,59,4944,6.19,6.16,3.86
1.15,"Ideal","J","VS1",61.5,55,5152,6.81,6.76,4.17
0.26,"Very Good","F","VS2",62.4,58,453,4.06,4.08,2.54
0.9,"Good","F","SI2",61.9,62,3267,6.07,6.12,3.77
0.93,"Very Good","D","SI2",62.6,57,4214,6.2,6.26,3.9
0.3,"Very Good","E","VS2",62.4,56,658,4.26,4.33,2.68
0.5,"Very Good","E","VS2",63.4,58,1583,5.08,5.05,3.21
0.53,"Ideal","G","VS2",60.1,54,1607,5.31,5.3,3.19
0.3,"Ideal","G","VS2",61.3,56,675,4.3,4.28,2.63
0.5,"Very Good","E","VS1",62.7,56,1675,5.09,5.12,3.2
0.59,"Very Good","E","VS2",61.8,59,1712,5.35,5.4,3.32
0.9,"Good","G","VS2",62.1,59,4054,6.02,6.16,3.78
0.31,"Ideal","H","VS2",62.1,55,489,4.32,4.35,2.69
0.91,"Premium","H","VS2",62.5,59,4018,6.19,6.09,3.84
0.31,"Ideal","G","VS2",62.1,55,577,4.35,4.38,2.71
0.34,"Ideal","D","IF",59.8,57,2346,4.59,4.57,2.74
1.01,"Good","F","SI2",63.9,54,4416,6.33,6.44,4.08
1.01,"Good","H","VVS2",63.3,57,5988,6.35,6.39,4.03
0.73,"Ideal","E","VS2",62.7,56,3077,5.75,5.8,3.62
0.34,"Very Good","H","VS2",60,58,521,4.52,4.56,2.72
2.02,"Fair","H","SI2",56.5,61,14080,8.33,8.37,4.72
0.9,"Ideal","G","SI2",60.6,55,4077,6.27,6.33,3.82
1.01,"Very Good","G","VS2",61.6,60,6406,6.42,6.47,3.97
1.5,"Very Good","G","VS1",62.4,57,13379,7.24,7.31,4.54
0.31,"Premium","E","VS2",61.3,60,680,4.32,4.39,2.67
0.9,"Ideal","H","SI1",62.8,57,3629,6.16,6.14,3.86
0.37,"Good","F","VS2",63.3,56,746,4.56,4.63,2.91
1.55,"Premium","E","SI2",58.5,57,7161,7.66,7.57,4.46
1.02,"Ideal","E","SI2",62.7,57,4585,6.35,6.44,4.01
0.33,"Premium","H","VS2",62.3,58,668,4.41,4.38,2.74
0.35,"Premium","F","VS2",61.1,62,906,4.54,4.5,2.76
1.5,"Premium","E","SI2",62.7,59,8316,7.3,7.22,4.55
1,"Very Good","G","VVS2",59.8,59,7584,6.47,6.51,3.88
0.3,"Ideal","H","VVS2",62.2,57,605,4.26,4.29,2.66
1.15,"Premium","G","SI2",62.7,58,4270,6.71,6.69,4.2
1.05,"Very Good","H","VS1",59.5,56,6132,6.62,6.68,3.96
1.03,"Ideal","E","VVS2",61.9,57,8811,6.46,6.5,4.01
0.36,"Premium","D","VS2",61.8,58,852,4.55,4.58,2.82
0.32,"Ideal","E","SI2",61.6,56,427,4.4,4.43,2.72
0.34,"Premium","E","SI2",62.4,59,612,4.46,4.42,2.77
0.31,"Very Good","G","VS2",60.7,61,544,4.33,4.37,2.64
0.43,"Good","G","SI1",63.6,55,903,4.83,4.79,3.06
1,"Very Good","D","SI2",64.7,57,4541,6.29,6.36,4.09
1.17,"Ideal","F","VS2",61.8,55,7927,6.74,6.81,4.19
0.63,"Premium","H","VS1",62.9,60,1921,5.45,5.33,3.39
1,"Very Good","G","VS2",61.2,56,5939,6.47,6.38,3.93
2.02,"Very Good","F","SI1",60.1,60,17658,8.21,8.29,4.96
0.34,"Ideal","G","VVS2",62.1,55,775,4.44,4.48,2.77
0.6,"Ideal","G","VS2",60.4,57,1861,5.49,5.51,3.32
0.9,"Very Good","G","VS1",62.3,60,4540,6,6.08,3.76
1.16,"Premium","I","VS1",60.4,59,5457,6.89,6.82,4.14
1.06,"Very Good","D","SI1",59.4,57,5713,6.65,6.72,3.97
1.66,"Premium","J","SI1",60.7,58,8487,7.72,7.63,4.66
1.69,"Premium","I","VS2",62.4,58,10600,7.66,7.53,4.74
0.33,"Ideal","J","VS1",62.1,55,434,4.41,4.44,2.75
0.71,"Ideal","D","VS1",61.7,56,4380,5.71,5.74,3.53
0.7,"Very Good","F","VVS1",63.3,62,3204,5.67,5.57,3.56
0.79,"Premium","D","SI1",61.4,59,3058,5.96,5.89,3.64
1.06,"Very Good","H","SI1",59.3,59,5664,6.66,6.7,3.96
0.33,"Very Good","E","SI1",60.7,57,579,4.43,4.47,2.7
0.51,"Good","G","SI1",63.1,64,1107,5.08,5.03,3.19
0.56,"Ideal","E","VVS1",62.1,56,2750,5.28,5.29,3.28
1.12,"Very Good","F","VS2",62,58,6925,6.63,6.69,4.13
0.31,"Ideal","E","VVS2",61,56,816,4.39,4.43,2.69
0.52,"Ideal","E","VS2",60.9,57,1689,5.21,5.23,3.18
0.24,"Very Good","E","VVS1",61.7,61,485,3.95,3.99,2.45
1.53,"Premium","G","VS2",61.8,59,12717,7.45,7.31,4.56
0.57,"Ideal","E","VS1",61.4,57,1965,5.32,5.37,3.28
0.9,"Very Good","E","VS2",62.2,59,4580,6.13,6.18,3.83
0.35,"Premium","E","SI1",61.1,59,788,4.56,4.5,2.77
1.02,"Very Good","H","SI1",61.9,61,4476,6.34,6.42,3.95
1.72,"Very Good","E","SI1",62.2,58,15948,7.63,7.7,4.77
1.01,"Premium","E","VS2",59.3,58,7240,6.53,6.49,3.86
0.3,"Ideal","F","IF",61.7,57,886,4.28,4.31,2.65
1.13,"Ideal","H","SI1",62,57,4959,6.66,6.73,4.15
0.4,"Very Good","H","VVS1",62.3,55,1139,4.73,4.77,2.95
0.71,"Fair","E","SI1",64.7,59,2352,5.61,5.58,3.62
0.9,"Good","G","VVS2",62.6,58,4668,6.1,6.13,3.83
1.51,"Premium","E","SI2",63,55,9302,7.34,7.3,4.61
1.26,"Ideal","J","SI1",62,56,5301,6.9,6.93,4.29
0.71,"Good","I","VVS2",63.1,58,2428,5.64,5.71,3.58
1.08,"Premium","H","VS1",58.6,60,5818,6.84,6.78,3.99
0.41,"Premium","G","SI1",62.5,57,923,4.72,4.69,2.94
0.32,"Good","H","SI1",63.1,54,449,4.36,4.42,2.77
0.32,"Premium","F","VS2",61.3,60,645,4.37,4.4,2.69
1.01,"Very Good","F","VS2",62.8,59,6416,6.33,6.41,4
0.54,"Ideal","D","VS2",61.8,57,1993,5.26,5.22,3.24
1.32,"Premium","I","SI1",62.3,58,6171,6.98,7.01,4.36
1.5,"Very Good","J","VS2",60.5,63,7308,7.32,7.27,4.41
0.7,"Very Good","G","VVS2",63.6,57,2681,5.59,5.63,3.57
0.7,"Fair","E","VS1",64.5,57,2964,5.59,5.55,3.59
1.02,"Ideal","G","SI2",62,55,4366,6.4,6.51,4
1.17,"Ideal","H","IF",61,53,8266,6.89,6.85,4.19
0.92,"Ideal","F","VS2",61.2,56,5805,6.25,6.3,3.84
0.34,"Ideal","H","VVS1",61.8,57,775,4.44,4.46,2.75
1.22,"Very Good","F","SI1",63.1,58,6530,6.8,6.74,4.27
0.7,"Premium","E","SI1",60.1,58,2349,5.81,5.83,3.5
0.43,"Premium","I","SI2",59.8,59,726,4.94,4.9,2.94
0.42,"Premium","G","SI1",61.7,58,737,4.76,4.8,2.95
2.02,"Ideal","I","SI2",60.9,60,14027,8.08,8.14,4.94
0.3,"Ideal","F","VVS1",62,55,802,4.3,4.34,2.68
0.31,"Premium","F","VS1",61.8,60,680,4.35,4.39,2.7
1.11,"Very Good","F","VS1",60.7,55,8528,6.69,6.71,4.07
1.01,"Premium","F","SI2",62.2,59,5096,6.41,6.38,3.98
0.23,"Very Good","E","VVS1",61.8,59,530,3.9,3.93,2.42
0.36,"Premium","E","SI2",62.4,58,605,4.56,4.54,2.84
0.36,"Very Good","E","VS2",60.4,58,677,4.58,4.62,2.78
0.52,"Ideal","G","VS1",61.8,55,1689,5.17,5.21,3.21
1.08,"Ideal","H","VVS1",62.5,54,6961,6.56,6.58,4.1
1.01,"Very Good","G","VS1",60.7,63,6353,6.4,6.38,3.88
0.3,"Ideal","G","VS2",63,56,675,4.3,4.27,2.7
0.9,"Good","F","SI2",63.1,58,3519,6.11,6.13,3.86
0.3,"Ideal","F","VVS1",61.4,56,1041,4.33,4.37,2.67
0.38,"Ideal","F","SI1",62.2,54,660,4.64,4.66,2.89
0.72,"Premium","D","SI2",60.3,58,2484,5.81,5.76,3.49
0.32,"Ideal","F","VVS2",60.4,57,829,4.46,4.47,2.7
1.04,"Ideal","E","SI1",62,57,4613,6.5,6.47,4.02
0.9,"Good","I","VS2",62.4,65,3162,6.09,6.12,3.81
0.31,"Ideal","F","VS2",62.6,55,625,4.29,4.33,2.7
1.72,"Premium","G","VS1",59.4,60,17765,7.86,7.82,4.66
0.5,"Very Good","H","VS1",61.6,57,1598,5.11,5.13,3.15
1.05,"Very Good","D","VS2",59.7,58,7794,6.56,6.63,3.94
0.31,"Ideal","D","VS2",60.7,56,942,4.38,4.35,2.65
1.24,"Ideal","I","VS2",62.4,57,5638,6.82,6.9,4.28
0.59,"Premium","H","SI1",62.2,59,1106,5.38,5.32,3.33
1.02,"Very Good","D","SI1",60.3,56,6863,6.55,6.57,3.96
0.9,"Premium","H","SI2",58.3,60,3371,6.34,6.31,3.69
2,"Fair","E","SI2",59.9,61,15540,8.16,8.04,4.86
0.57,"Ideal","F","VS2",61.6,56,1684,5.37,5.34,3.3
0.41,"Premium","G","VS2",61.5,58,1061,4.82,4.8,2.96
0.74,"Premium","G","SI2",63,56,2398,5.77,5.75,3.63
1.02,"Premium","G","SI2",62.9,59,4370,6.4,6.38,4.02
0.91,"Good","F","SI1",63.9,55,4279,6.1,6.17,3.92
0.35,"Very Good","D","SI1",60.1,61,644,4.56,4.59,2.75
0.61,"Very Good","I","VVS2",62,54.4,1773,5.47,5.51,3.4
1.5,"Good","G","VS2",63.8,56,11508,7.2,7.15,4.58
0.7,"Good","I","VS1",63.2,55,2274,5.58,5.63,3.54
0.42,"Premium","F","VVS1",60.5,58,1326,4.81,4.84,2.92
1.02,"Premium","D","I1",61.4,60,3769,6.42,6.47,3.96
1.53,"Fair","J","VS2",64.7,58,6659,7.24,7.22,4.68
0.24,"Ideal","G","IF",61.3,57,559,4,4.03,2.46
0.4,"Ideal","F","SI2",61.5,56,764,4.75,4.78,2.93
1.26,"Ideal","G","SI1",61.3,57,7230,6.94,6.99,4.27
0.51,"Premium","D","VVS2",62.4,59,2387,5.13,5.06,3.18
1.01,"Good","E","VS2",63.5,58,6666,6.34,6.36,4.03
0.3,"Ideal","F","SI1",60.2,56,475,4.36,4.41,2.64
0.73,"Ideal","F","VS2",62.6,56,2762,5.77,5.74,3.6
0.31,"Ideal","G","VS2",62.2,53,562,4.37,4.38,2.72
0.95,"Very Good","E","SI2",58.7,63,3590,6.37,6.43,3.76
1,"Premium","D","VS2",61.2,61,6303,6.39,6.35,3.9
1.51,"Premium","E","SI1",62.9,62,9647,7.31,7.21,4.57
0.93,"Ideal","E","SI1",62,56,4179,6.25,6.29,3.89
0.32,"Very Good","H","VS2",62.4,58,505,4.33,4.36,2.71
1.66,"Very Good","H","SI1",62.8,56,10134,7.53,7.57,4.74
0.71,"Very Good","E","VVS1",63,57,3808,5.66,5.7,3.58
0.51,"Ideal","D","SI1",61.6,56,1687,5.12,5.1,3.15
0.56,"Very Good","I","SI1",61.8,56,1175,5.22,5.3,3.25
1.06,"Very Good","G","VS2",61.7,57,6483,6.5,6.57,4.03
1.01,"Good","F","SI2",61.5,61,3895,6.33,6.38,3.91
0.73,"Ideal","E","SI2",62.1,57,2155,5.75,5.71,3.56
0.91,"Premium","D","VS2",62,60,4969,6.23,6.19,3.85
0.31,"Premium","E","VS1",61,58,942,4.39,4.37,2.67
0.77,"Ideal","D","SI1",62.3,56,3158,5.84,5.87,3.65
0.31,"Premium","I","VVS2",61.6,59,698,4.33,4.31,2.66
0.59,"Ideal","G","VS2",61.9,56,2057,5.38,5.42,3.34
0.36,"Premium","G","VS1",62.2,59,726,4.53,4.57,2.83
0.52,"Ideal","D","SI1",60,56,1720,5.24,5.19,3.13
0.5,"Good","G","VS1",57.5,56,1429,5.3,5.24,3.03
0.44,"Good","D","VVS1",59.2,57,2250,4.96,5,2.95
0.36,"Premium","F","VVS2",62.5,56,945,4.6,4.52,2.85
0.57,"Ideal","G","VS1",60.3,57,1876,5.4,5.42,3.26
2.03,"Premium","F","SI1",61.3,59,17803,8.15,8.22,5.02
2.08,"Premium","I","SI2",60.8,61,14047,8.24,8.21,5
0.71,"Very Good","F","VS1",61.2,57,3045,5.73,5.77,3.52
0.9,"Good","E","VS1",59.3,56,5356,6.27,6.32,3.73
0.38,"Ideal","G","VS2",60.4,57,726,4.68,4.71,2.83
0.82,"Ideal","E","SI2",62.1,56,2937,6.01,5.98,3.72
1.14,"Ideal","H","VS2",62,55,7059,6.71,6.72,4.16
1.33,"Premium","F","SI2",59.9,58,6790,7.17,7.13,4.28
0.31,"Premium","I","VS2",61.1,58,558,4.38,4.36,2.67
0.57,"Ideal","I","VS2",61.5,56,1326,5.32,5.35,3.28
0.52,"Ideal","D","VS2",62,53,1701,5.17,5.21,3.22
0.31,"Very Good","F","VVS1",61.3,56,808,4.35,4.37,2.67
0.42,"Ideal","D","VVS1",61.8,56,1621,4.82,4.79,2.97
0.38,"Ideal","I","VS2",61.4,55,675,4.66,4.69,2.87
0.52,"Good","F","SI2",61.5,60.5,1170,5.11,5.16,3.16
0.41,"Premium","G","SI1",61.7,59,719,4.71,4.73,2.91
0.97,"Good","I","VS2",64.5,61,4355,6.16,6.21,3.99
0.41,"Premium","D","SI1",61.4,58,1015,4.78,4.76,2.93
0.44,"Ideal","H","IF",62,57,1255,4.87,4.91,3.02
1.52,"Premium","F","VS1",61,58,15522,7.42,7.39,4.52
1.02,"Premium","F","VVS1",62.6,59,9550,6.41,6.36,4
1.51,"Good","I","SI2",63.6,60,7815,7.23,7.27,4.61
1.02,"Premium","H","SI2",59.8,59,4207,6.5,6.54,3.9
0.41,"Very Good","G","VS1",60,61,899,4.77,4.86,2.89
1.02,"Premium","H","VS2",61,60,4958,6.5,6.46,3.95
0.41,"Good","E","VVS1",63.5,57,1002,4.73,4.75,3.01
1.03,"Good","J","SI2",64.1,62,3149,6.37,6.33,4.07
1.35,"Premium","H","SI1",62.4,58,7673,7.03,6.95,4.36
1.15,"Ideal","G","VVS2",61.8,56,9457,6.72,6.75,4.16
1.04,"Ideal","F","VS2",61.1,57,7508,6.52,6.54,3.99
1.01,"Very Good","F","SI1",62.4,59,5861,6.37,6.42,3.99
0.52,"Ideal","I","VVS1",62,55,1619,5.19,5.17,3.21
0.33,"Ideal","F","IF",61.8,56,978,4.42,4.46,2.74
0.35,"Ideal","H","IF",60.7,56,1017,4.62,4.61,2.8
0.5,"Very Good","F","SI1",60,54,1122,5.13,5.2,3.1
0.41,"Premium","E","SI2",61.7,58,953,4.8,4.76,2.95
1,"Good","E","SI1",63.2,57,5299,6.36,6.39,4.03
1.12,"Premium","G","IF",61.2,58,9612,6.7,6.67,4.09
1.01,"Premium","H","SI1",62.5,59,4642,6.44,6.33,3.99
0.91,"Ideal","E","SI2",62.2,57,3800,6.2,6.24,3.87
0.41,"Ideal","H","IF",61.8,55,1100,4.79,4.82,2.97
1.29,"Ideal","G","SI1",60.9,59,7463,6.99,7.04,4.27
1,"Very Good","G","VS2",63.1,61,5806,6.38,6.33,4.01
0.2,"Premium","E","VS2",59.8,62,367,3.79,3.77,2.26
0.53,"Ideal","I","VS1",62.3,56,1427,5.19,5.23,3.24
2.12,"Ideal","H","SI2",61.4,57,12284,8.28,8.24,5.07
1.15,"Ideal","H","VS2",62.8,54,6772,6.7,6.75,4.22
0.25,"Very Good","D","VS1",63,59,436,3.97,4,2.51
0.7,"Premium","F","SI1",61.6,55,2348,5.7,5.66,3.5
0.52,"Very Good","E","VS2",62.5,56,1689,5.15,5.18,3.23
0.54,"Ideal","G","SI1",61.7,55,1187,5.24,5.27,3.24
0.72,"Ideal","D","VS2",62.6,58,3495,5.7,5.73,3.58
0.41,"Ideal","F","VVS2",61.9,55,1192,4.79,4.74,2.95
0.91,"Ideal","E","SI1",60.8,57,4429,6.27,6.29,3.82
1.86,"Premium","H","SI2",62.3,57,11520,7.85,7.82,4.88
2.11,"Ideal","H","SI2",60,56,12226,8.43,8.35,5.03
0.32,"Premium","D","SI1",60.8,58,756,4.44,4.41,2.69
0.9,"Very Good","D","VS1",63,58,5757,6.11,6.15,3.86
0.91,"Very Good","J","SI2",62.4,61,3169,6.13,6.2,3.85
0.3,"Very Good","I","VS2",60.5,55,453,4.34,4.37,2.63
1.46,"Very Good","I","SI1",62.8,57,7387,7.13,7.21,4.5
1.27,"Very Good","G","VVS2",62.5,57,8941,6.86,6.91,4.3
0.72,"Good","F","SI1",63.9,62,2229,5.7,5.63,3.62
1.29,"Good","D","SI2",57.9,59,6140,7.22,7.18,4.17
1.04,"Premium","F","VS2",61.7,59,6906,6.49,6.45,3.99
0.31,"Ideal","H","VS1",61.7,57,544,4.32,4.34,2.67
1.01,"Good","G","VS1",63.7,57,6499,6.32,6.37,4.04
1.04,"Very Good","E","SI1",59.6,59,5662,6.56,6.59,3.92
0.8,"Good","E","SI2",63.7,54,2829,5.91,5.87,3.75
0.42,"Premium","G","VS2",62,58,1087,4.81,4.77,2.97
0.72,"Very Good","D","SI1",60.5,57,3102,5.85,5.89,3.55
0.41,"Premium","F","VVS2",60.1,59,1115,4.79,4.82,2.89
0.9,"Fair","F","VS2",65.7,57,3750,6.03,5.99,3.95
1.02,"Very Good","F","SI2",63,58,4162,6.38,6.44,4.04
0.31,"Very Good","F","SI1",58.8,59,459,4.44,4.5,2.63
0.9,"Good","E","SI1",63.8,61,3391,6.05,6.08,3.87
0.25,"Fair","D","VS1",61.2,55,563,4.09,4.11,2.51
2.23,"Premium","J","VS1",61.7,58,16025,8.41,8.34,5.17
1.51,"Premium","I","VS2",60.9,60,9471,7.46,7.33,4.5
0.34,"Very Good","D","SI1",62.8,58,626,4.44,4.48,2.8
2.18,"Ideal","J","VS2",60.3,57,16427,8.41,8.45,5.08
0.5,"Good","F","SI2",62,54.7,1214,5.09,5.12,3.16
1.01,"Very Good","I","SI1",63.2,54,4525,6.41,6.35,4.03
0.34,"Premium","E","SI2",61.7,61,612,4.51,4.47,2.77
1.01,"Good","E","SI1",63.6,60,5132,6.32,6.38,4.04
1.25,"Very Good","H","SI2",61.2,62,5637,6.84,6.95,4.22
0.33,"Ideal","G","VVS2",62.5,54,965,4.45,4.41,2.77
0.27,"Ideal","D","VVS1",62.2,56,799,4.15,4.12,2.57
0.51,"Premium","E","VS1",61.9,58,1831,5.1,5.15,3.17
0.3,"Ideal","H","VS2",62.3,57,491,4.27,4.3,2.67
1.21,"Premium","H","SI1",61.8,58,6180,6.83,6.79,4.21
0.7,"Good","F","SI1",63.8,60,2423,5.63,5.6,3.58
0.27,"Ideal","I","VS1",62.2,54,432,4.16,4.2,2.6
1.04,"Premium","F","SI1",62.5,60,5621,6.43,6.46,4.03
1.11,"Good","D","VS2",63.2,57,7863,6.61,6.64,4.18
2.23,"Premium","J","SI2",61.3,60,13931,8.4,8.35,5.13
0.4,"Good","D","SI1",63.1,57,720,4.69,4.73,2.97
1.51,"Premium","E","SI1",63,58,8836,7.4,7.27,4.62
1,"Fair","I","SI2",65.8,58,3348,6.23,6.27,4.11
0.53,"Ideal","D","SI2",61.9,55,1412,5.24,5.19,3.23
2.01,"Premium","G","SI1",60.3,59,18741,8.23,8.15,4.94
0.57,"Ideal","G","I1",59.5,57,1019,5.46,5.42,3.24
0.58,"Ideal","I","SI1",61.4,55,1193,5.37,5.42,3.31
0.5,"Premium","F","VS2",62.7,59,1436,5.05,5.09,3.18
0.31,"Ideal","G","VS1",62.4,55,625,4.33,4.35,2.71
0.9,"Ideal","G","SI2",62.7,55,3428,6.11,6.17,3.85
0.54,"Very Good","D","VS2",61.1,59,1583,5.25,5.29,3.22
1.52,"Premium","J","VS1",62.4,59,8110,7.31,7.36,4.58
0.31,"Good","J","VS1",61.9,61,412,4.29,4.34,2.67
1.05,"Fair","F","SI2",66,60,3615,6.3,6.22,4.13
0.91,"Good","H","VS2",59.9,61,4309,6.18,6.24,3.72
1.52,"Premium","H","SI2",60.7,60,6544,7.55,7.32,4.5
0.31,"Very Good","H","SI1",62.9,56,435,4.27,4.31,2.7
0.57,"Ideal","G","SI1",60.5,57,1369,5.4,5.37,3.26
1.04,"Good","F","SI2",58.5,61,4257,6.63,6.68,3.89
1.03,"Premium","E","SI2",61.8,56,4730,6.5,6.47,4.01
0.9,"Very Good","H","VS2",62.7,59,4173,6.11,6.17,3.85
0.52,"Very Good","G","SI1",61.9,59,1232,5.08,5.13,3.16
0.9,"Ideal","E","SI1",61.7,57,4940,6.21,6.24,3.84
0.39,"Premium","G","VS1",62.6,58,1097,4.7,4.66,2.93
0.52,"Very Good","F","SI1",58.6,61,1244,5.28,5.3,3.1
0.71,"Ideal","D","SI1",60.2,56,2822,5.86,5.83,3.52
0.3,"Very Good","G","VS1",63.4,58,776,4.25,4.23,2.69
0.51,"Ideal","E","VS1",61.5,53,1708,5.17,5.24,3.2
1.2,"Premium","H","SI2",62.1,57,3965,6.84,6.69,4.21
0.71,"Premium","E","VS2",59,59,2711,5.78,5.88,3.44
0.3,"Very Good","G","VVS2",62.1,59,684,4.23,4.27,2.64
2.34,"Premium","I","I1",61.5,60,8491,8.47,8.43,5.2
0.31,"Premium","E","VS1",60.5,59,942,4.37,4.36,2.64
0.72,"Ideal","G","VVS2",61.9,57,3849,5.72,5.75,3.55
0.43,"Premium","G","VVS1",62.2,58,1207,4.78,4.83,2.99
0.32,"Very Good","G","SI1",63,56,477,4.35,4.38,2.75
0.48,"Premium","G","SI1",59.7,59,960,5.07,5.04,3.02
0.32,"Very Good","G","VS2",61.9,56,576,4.36,4.39,2.71
0.37,"Very Good","E","VVS2",61.2,55,779,4.63,4.68,2.85
